City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
474,alyangula,-13.8483,136.4192,80.92,72,100,4.09,AU,1667850277
475,gat,31.61,34.7642,66.88,53,1,4.18,IL,1667850049
476,longview,32.5007,-94.7405,84.45,65,20,6.91,US,1667850132
477,tougue,11.4667,-11.6,74.77,51,83,0.56,GN,1667850278
478,ketchikan,55.3422,-131.6461,30.67,27,0,9.22,US,1667850278
479,murcia,38.0,-1.5,60.73,52,0,3.02,ES,1667850278
480,gao,16.6362,1.637,77.34,12,80,11.54,ML,1667850279
481,stari bohorodchany,48.8336,24.5243,51.46,78,100,3.06,UA,1667850279
482,avera,33.194,-82.5271,81.55,50,11,6.85,US,1667850279
483,naze,28.3667,129.4833,63.52,69,4,9.26,JP,1667850280
484,nuuk,64.1835,-51.7216,18.21,79,0,11.5,GL,1667850280
485,iwanai,42.9744,140.5089,36.93,80,96,5.12,JP,1667850280
486,shubarshi,48.5872,57.1869,26.17,90,8,6.17,KZ,1667850281
487,pokhara,28.2333,83.9833,60.94,59,88,4.36,NP,1667850281
488,marfino,55.7028,37.3822,35.94,92,100,8.95,RU,1667850281
489,berlevag,70.8578,29.0864,35.6,87,100,5.75,NO,1667850282
490,sisophon,13.5859,102.9737,72.01,68,100,6.64,KH,1667850282
491,tornio,65.8481,24.1466,26.62,77,5,1.1,FI,1667850283
492,kavaratti,10.5669,72.642,81.54,71,19,3.09,IN,1667850283
493,dombarovskiy,50.7587,59.5386,22.33,98,45,7.11,RU,1667850283
494,la campana,37.5689,-5.4267,64.99,59,15,5.46,ES,1667850284
495,ahuimanu,21.4447,-157.8378,82.11,68,20,17.27,US,1667850284
496,nova vicosa,-17.8919,-39.3719,74.26,66,100,9.35,BR,1667850284
497,caloundra,-26.8,153.1333,61.9,91,70,7.11,AU,1667849991
498,coxim,-18.5067,-54.76,94.78,18,69,6.46,BR,1667850285
499,buin,-33.7333,-70.75,89.42,22,100,11.01,CL,1667850285
500,matara,5.9485,80.5353,75.99,87,100,1.63,LK,1667850286
501,mount gambier,-37.8333,140.7667,55.53,86,0,6.44,AU,1667850109
502,barcelona,41.3888,2.159,63.54,85,0,4.61,ES,1667850064
503,green river,41.5286,-109.4662,53.19,47,100,11.01,US,1667850206
504,russell,32.3502,-85.1999,85.28,45,6,6.22,US,1667850286
505,mezen,65.8522,44.24,33.51,98,100,6.58,RU,1667850287
506,lufkin,31.3382,-94.7291,85.84,67,40,5.75,US,1667850133
507,jiuquan,39.7432,98.5174,35.94,38,55,2.24,CN,1667850287
508,bria,6.5423,21.9863,70.95,93,100,0.69,CF,1667850287
509,zhicheng,30.2956,111.5047,61.66,63,100,1.63,CN,1667850288
510,boa vista,2.8197,-60.6733,87.78,58,40,6.91,BR,1667850031
511,galesong,-5.3166,119.3661,73.42,84,98,4.43,ID,1667850288
512,fairbanks,64.8378,-147.7164,18.82,76,0,3.44,US,1667850187
513,agadir,30.4202,-9.5982,72.05,49,9,2.73,MA,1667850289
514,novobataysk,46.8981,39.7819,41.81,72,100,12.48,RU,1667850289
515,colares,38.7992,-9.4469,66.33,99,75,13.0,PT,1667850289
516,luanda,-8.8368,13.2343,80.6,78,20,10.36,AO,1667850129
517,bucyrus,40.8084,-82.9755,61.95,26,13,10.18,US,1667850145
518,roma,43.2128,-75.4557,61.38,35,0,19.57,US,1667850123
519,domoni,-12.2569,44.5319,77.41,86,18,6.29,KM,1667850290
520,takoradi,4.8845,-1.7554,79.61,82,82,7.49,GH,1667850291
521,riyadh,24.6877,46.7219,75.34,58,0,7.43,SA,1667850043
522,valdivia,-39.8142,-73.2459,73.49,46,0,5.93,CL,1667850270
523,wasilla,61.5814,-149.4394,18.18,68,0,11.5,US,1667850174
524,winsum,53.33,6.5208,55.96,90,100,20.98,NL,1667850291
525,shinyanga,-3.6667,33.4333,76.96,55,100,5.08,TZ,1667850292
526,port lavaca,28.615,-96.6261,90.3,82,0,13.8,US,1667850292
527,bure,10.7,37.0667,55.67,80,58,5.08,ET,1667850292
528,irbil,36.1926,44.0106,58.82,29,94,0.0,IQ,1667850108
529,bilma,18.6853,12.9164,75.47,17,0,6.26,NE,1667850293
530,becerril,9.7041,-73.2793,83.44,75,97,2.62,CO,1667850293
531,ugoofaaru,5.6667,73.0,81.63,74,29,7.92,MV,1667850293
532,chulman,56.8479,124.9104,-0.11,100,95,2.68,RU,1667850294
533,ivanteyevka,55.9711,37.9208,36.34,97,100,6.49,RU,1667850294
534,los llanos de aridane,28.6585,-17.9182,67.75,80,20,5.75,ES,1667850294
535,pringsewu,-5.3582,104.9744,73.53,96,100,2.48,ID,1667850295
536,araguacu,-12.9306,-49.8264,88.05,50,94,2.39,BR,1667850295
537,petropavlovsk-kamchatskiy,53.0452,158.6483,21.79,74,75,4.47,RU,1667850295
538,poum,-20.2333,164.0167,77.5,82,100,10.92,NC,1667850296
539,gediz,39.0417,29.41,45.61,92,1,6.02,TR,1667850296
540,fallon,39.4735,-118.7774,47.44,32,75,6.91,US,1667850296
541,marzuq,14.4,46.4667,67.24,73,3,4.32,YE,1667850297
542,traverse city,44.7631,-85.6206,44.67,56,40,10.36,US,1667850199
543,suntar,62.1444,117.6319,12.24,96,100,3.91,RU,1667850297
544,inongo,-1.95,18.2667,72.36,91,58,3.04,CD,1667850298
545,khatanga,71.9667,102.5,5.04,96,100,5.91,RU,1667850298
546,havelock,34.8791,-76.9013,82.36,60,0,3.0,US,1667850298
547,khotynets,53.1286,35.3966,35.94,84,100,8.84,RU,1667850299
548,kibala,9.1104,18.3463,78.75,69,0,1.14,TD,1667850299
549,chake chake,-5.2459,39.7666,75.97,90,66,6.38,TZ,1667850300
550,mitu,1.1983,-70.1733,88.54,51,42,2.62,CO,1667850300
551,tucuman,-26.8241,-65.2226,91.4,22,100,3.44,AR,1667850300
552,bandarbeyla,9.4942,50.8122,78.64,72,0,5.7,SO,1667850301
553,hit,33.6416,42.8251,67.77,27,0,7.31,IQ,1667850301
554,honiara,-9.4333,159.95,79.56,85,42,1.83,SB,1667850301
555,hargeysa,9.56,44.065,66.96,83,1,8.41,SO,1667850302
